review text,rating,vader_label,distilbert_label,distilbert_confidence,rating_based_truth
"Please be aware that this product, like any other supplement or energy drink you can try, will have different effects for each user. To think that it would react the same for everybody would be saying that everybody has the same exact body shape and health, metabolism, etc. Personally, it works wonders for me. I am 20 and in fit shape, and it does a perfect job of keeping me awake and focused at work. I drink one on days when I didn't get enough sleep the night before, and within 5 minutes I can go from stumbling around with heavy eyes to being alert and productive. For me personally, there is no crash afterward, I simply return to however I was before I took the drink. My only concern is the possible long-term effects, but since I do not use it on habit, just on those days when I really need it, I am not really worried about it. Highly recommended, but do not feel scammed if it doesn't work for you. It simply might not be as effective on your body.",5,positive,positive,0.9928100109100342,positive
I was anxious to try making my own ijera at home after living in Ethiopia for 15 months and have had fairly good success with this tef flour.  It is the dark variety but I enjoy the great almost mocha flavor.  I can tell it is fresh because it develops a good sour starter on its own without needing to add any additional sourdough starter  or yeast.,5,positive,positive,0.9996812343597412,positive
"This was the first product from Amy's that I tried, and I like it.  It doesn't taste like regular chili, but I think that it has a good taste to it.  The sodium content is quite high, though, so check that out if your watching your sodium intake.  I think that it's a little too expensive, but I'll probably buy it again if it goes on sale.",4,positive,positive,0.9935469031333923,positive
"I found these at our local base commissary and literally squealed with delight when I saw them!  I loved these things when I was a kid (I am 30).  I was so disappointed when the company closed down.  I was worried when I opened the package that they would just not taste the same but fear not, they are just as I remember.  The cookies look the same, feel the same, taste the same!  I am so happy they are back and my children enjoy them just as much as I did when I was their age.",5,positive,positive,0.999424934387207,positive
"I have used many organic cocoa powder products and have found ""Frontier"" the best value of all.  The powder is very fine and mixes easily in my smoothies.  The price is fantastic for organic AND fair trade.  The Cocoa is tasty, ethically marketed, and reasonably priced: a great buy.",5,positive,positive,0.999833345413208,positive
This cat food was on a list of possibles for diabetic cats.  The cat liked it.,4,positive,positive,0.9988001585006714,positive
"I lived in Germany and have consumed my share of gummi bears. :)  These sugar free bears are very good.  This type of candy suits itself to sugar free treatment.  Much like hard candy.  You don't get the big taste difference like you do with lots of the chocolate sugar free treats.<br /><br />A word on some of the reviews listed here on Amazon... Sugar Free candies are not meant to be eaten by the handfull.  Sugar Free is mostly made for people that can't process the Sugar and people that are in this category have all learned from experience, you don't eat Sugar Free sweets in any large amount.<br /><br />I have a mild case of Type II which I am gratefully able to control by diet alone and can tell you personally that these candies are very good if you are in a Gummi mood.  The affect on my blood sugar is typical of this sort of treat.  Just as I wouldn't eat 50 carbs of anything, a snack of this type is only around 10 bears.<br /><br />People living with health issues concerning Blood Sugar understand the requirement.  Those just looking to cut carbs or lose a bit of weight may want to re-think eating most sugar free treats and look into other type of sweets to satisfy.",5,positive,positive,0.982010543346405,positive
"I would not recommend this product at all. My son ordered it for me for my birthday and so I have to keep it. If it were not for this reason it would go back in a heartbeat. The items in the basket are very small and dollar store at best. The potpourri seems so old it has no scent, the foot pumice stone fell apart the first use, the candle was melted...need I say more..oh...except that they had the gall to charge 60 bucks for it! HORRIBLE!!!!!!<a href=""http://www.amazon.com/gp/product/B0009BLNSS"">Art of Appreciation Gift Baskets Ocean Mists Spa Bath and Body Gift Set</a>",1,positive,negative,0.999455988407135,negative
"I was looking for some vanilla powder for my homemade lattes. I saw this was offered via Amazon prime (ie, i'd get it fast). So, I went with it.<br /><br />Well, there's 20 bucks down the drain. This is good-sized amount of what is essentially a tasteless, sweetish powder. No beautiful vanilla scent. No beautiful vanilla taste. I ended putting 2 teaspoons worth trying to get some vanilla flavor (without much luck).<br /><br />Spare yourself. Skip this. Find a different vanilla powder. I totally regret buying this.<br /><br />Mir",1,positive,negative,0.9988922476768494,negative
"I love this tea.  It's very smooth and has a wonderful flavor, hot or cold.  Great tea!",5,positive,positive,0.9998816251754761,positive
"Based on the picture, I was worried that the gourd might be a large one, since the pic shows a gourd that's only maybe an inch or so shorter than a 1.1-lb bag of mate. That would be way too big for single servings (I think it works better to have a gourd that holds just a little more yerba than what you need for the amount of mate you want to drink - I use 2 8-oz mugs of water with one gourdful of yerba).<br /><br />But as the other reviewer said, this is a small gourd. In fact, it's smaller than any I've used before, but it's still big enough. The only qualm I have with the gourd is that the bottom is too round, so if I set it on the counter with the bombilla in it before I've filled it with yerba, it will roll over. This is probably common enough with small gourds - and I expect it varies from gourd to gourd, so yours may have a flatter bottom than mine.<br /><br />The bombilla is the spoon style, and the filter part is actually curved slightly, like a very shallow spoon. This was unexpected, and I find I can use the bombilla itself to clean the yerba out of the gourd, which is convenient. The bombilla is all one piece - it doesn't come apart like some do, which means you can't hand wash the inside of the filter, but it should also remain as solid as it is when you first get it. I've had the kind that comes apart, and after awhile the filter would be loose even when it was screwed on all the way.<br /><br />Also, Taragui is a popular Argentine brand of mate - this is the style that has the stems, and it's pretty strong without being overwhelming or too bitter. It's a brand I'm always happy to go to.<br /><br />Finally, this price is well worth it. It's hard to find a balance between product price and shipping cost on yerba mate, and this is the best deal I've seen for what you get. (I would probably have paid $25-30 for a gourd, bombilla and 1 kg of Taragui shipped, at the site I usually buy from.)<br /><br />Edited to add: I saw that another reviewer received out-of-date mate. Just wanted to point out that mine has its ""best by"" date in 2013, so apparently it's not consistent.",4,positive,positive,0.5,positive
"When my vet told me my little Yorkie had stage IV luxating patellas (knees blown out), I was devastated. The vet told me to give her Glucosamine & Chondrotin. I went to the local pet chain and spent a considerable amount for the ""chicken flavor"" tablets. For such a large chain, tablets were the only product they carried. They are hard tablets not easily broken in half for a small (7lbs) dog.  On top of that, she wouldn't have anything to do with them, took her little nose and pushed them away. I had to start crushing them and hiding them in a piece of people food. It was such an annoyance, I began a search for a different product form and found Zuke's online.  They are soft, she can't wait for her Zuke's treat every day! No more crushing, I still have the tabs left and will now only use Zuke's. The product also includes beef, fruits, vegetables and more. I am so happy with this product, I will continue to use it. My little Echo has perked up, jumps, runs and one would never know she has this condition.  This condition, at this stage, is correctable only by surgery; thousands of dollars which I don't have. I thank the founder of this company, Patrick in memory of his dog Zuke. They also donate to the Dog & Cat Cancer Fund. I know this is a long review, but that's just because this product really deserves kudos.<br /><br />As a side note, my pain management physician also recommended ""Golden Aloe"" daily to help with the arthritic pain that sets in with this diagnosis. So she both and is doing well. She's my best friend, I'm on disability and won't be able to afford the surgery if and when it's required so I am really relying on these products to keep her comfortable for as long as possible and she is only 3 years old.",5,positive,positive,0.6839523315429688,positive
"Well there isn't much to say about these, you get a bulk amount of Frito-Lay chips. They're fresh for sure, and taste great. And an important note about these is that the bags are about the size of something you would find in a vending machine. They're not the small ones that you would find in bulk packages in Walmart, for example. Although, I do wish the price was a little lower.",4,positive,positive,0.9466922879219055,positive
"This is a great chewy candy. The delicious spicy flavor of ginger in a 16 calorie pack - this definitely satisfies my candy craving without loading myself with sugar.<br />These are also good for motion sickness, nausea or as a breath freshener.<br />Beware, they are addictive!",5,positive,positive,0.999640703201294,positive
"""Well this is not the tastiest tea, nor is it the most effective. I would say that diet and eating proper foods works much better than drinking tea made of raspberry leaves, although I am still using it, I hope it is helping."" Is what I said after I first bought it. Amazon won't let me change my rating but I was wrong...<br /><br />I began to drink this tea often, Most days of the month. The weeks before my cycle, about when I start to ovulate. I start to drink at least 6 bags a day and I have seen a HUGE IMPROVEMENT in my pain.<br /><br />I have had severe cramping since I started my ""woman time"" several years ago. This is the first time I have seen relief. While this could do with a combination of things, I can say that there is a signifigant change in the heaviness of my cycle.<br /><br />Another tip, I mix this tea with the Joint Pain tea that Yogi has as well. This has helped to mask the mildly unpleasant flavor of this tea.",4,positive,negative,0.939967155456543,positive
Fresh Whole Rabbit was DOA. After calling Cloverdale customer service the matter was cleared up. The fresh whole rabbit was supposed to be dead. They let me send it back for a full exchange but I only wanted an alive animal in return. Ended up with a bunch of rabbits' foots instead \;,2,positive,negative,0.9993515610694885,negative
"Since I was introduced to finishing salts, I've never been able to go back to plain old table salt. I highly recommend trying a sampler set of salts to see which one(s) you like before buying larger quantities, and it's also nice to have a variety of salts for different tastes and food/uses. Finishing and Gourmet salts are not just for Foodies, but for the average cook as well.  It is fun to try them on different combinations of food. You don't need to worry about getting too much salt in your diet if you omit salt during cooking and add a pinch on fresh, pure, non-processed foods at the table or upon serving.  Not only do finishing salts improve the flavor of so many foods, but they can add to the presentation.<br /><br />A salt sampler makes a great gift, but if gifting, buy the bottles instead of the tins - they would make a much more attractive gift. I got the tins because I needed small and light containers, but you wouldn't want to set them out on the table or keep them anywhere visible.<br /><br />As for this particular sampler and the seller:  It was shipped very quickly, and the quality of salts is fine, however -- it would have been helpful had they indicated the quantity (weight) of salt for the taster tins in the description.  It is indicated for every container, except the tins. (It varies: .6 oz., .9 oz., and 1 oz. depending on the density of each salt).  It would also be helpful if each label was on the top of the tin instead of the bottom so you don't have to turn each one upside down to identify the one you are looking for - unless you are able to see through tin.  The informational brochure that came with them would have been great - IF the type was large enough to read!  I had to use a magnifier and still couldn't read some of it because of the poor quality printing in addition to the tiny size, and I have 20/20 vision.",4,positive,positive,0.5579221844673157,positive
"The packet of these seeds that I received must have been old because I don't believe even 10% of them grew. I tried some several times in soil and water and only got a few sprigs of grass. I garden regularly (I live in Florida) so it's not that I don't know how, and I even followed the instructions to the letter, but they did not grow.",1,neutral,negative,0.9995307922363281,negative
"We took in a starving little ferrel kitten almost 2 years ago that we eventually discovered has digestive problems and allergies to corn, wheat, soy and fillers.. We live in a rural area where we don't have a lot of choices in pet foods. We kept trying all kinds of natural foods available at Walmart, Kmart, etc., trying to find one that worked for him, but nothing worked. We finally found Diamond's natural's at our local Tractor Supply and decided to give it a try.. It's the one that worked! Our little ""pew"" kitty is now pretty much gas free, his cat box isn't full of it (if you get my drift) and he's doing beautifully. He's a huge cat with silky smooth long hair. On the plus side, Diamond Natural's are made in the USA! We also switched our dog to Diamond's natural because he also has allergies to corn, wheat, soy and fillers.. His fur is thicker and softer and he isn't chewing non stop like he was before.. Plus he loves the food! We use Diamond Naturals Lamb and Rice formula for him. Don't confuse the Diamond's Maintenance with the Diamond's Natural's, though.. The Maintenance formula's do include corn and fillers... If your pet has allergies, make sure you purchase the Naturals!",5,positive,positive,0.7137022614479065,positive
"This sauce is from my country of birth, Costa Rica yet it is American owned now if I'm not mistaken. In Costa Rica it is used mostly in the seasoning of meats (beef) and chicken.  One of our typical dishes ""arroz con pollo- rice with chicken) is prepared using this sauce in most parts. A word of warning however, do not use much of it because it is very strong and your food can be left quite salty if you go over board! Additionally, for those of you who are wondering, NO, I am not related in anyway to the makers of this sauce.<br /><br />Good cooking and happy taste buds! jl",5,positive,positive,0.5991014838218689,positive
"I took one out and it told me to put 17.5 ounces of water into a covered dish and microwave for 9 minutes (approximately the amount of time to turn dirt into lava)... so I started out pretty darn skeptical.  Then I opened the powder package and it smelled like fish food from my acquarium, so amazingly the skepticism increased.  After considering whether to dump them or eat them I finally had a spoonfull and it was one of the best moves ive ever made. These things are friggen deliscious, I'm a fan for life and will definately be a repeat buyer.",5,positive,positive,0.9983964562416077,positive
"I went to a very fancy restaurant in my home city, they had this himalayan salt grill, not cheap, actualy very expensive... but great experience, and just awsome taste!<br /><br />So, after searching the web i found them...bougth 4 of them!<br /><br />Great for parties, or just having a romantic evening at home... slow cooking your slices of beef with a salty spacial flavor, while having some wine.. try it, will not be disappointed, and have a nice evening!<br /><br />search the web and download cooking ideas...and care instructions!",4,positive,positive,0.9581893682479858,positive
"The beef jerky you get at the store, the stuff you see advertised on TV, is nothing compared to this.  I'll never buy that crap again.  I hate the sugary taste of that jerky with its sometimes squishy texture.  This is salty, slightly spicy, sink your teeth into, beefy goodness; just like jerky should be.  My only regret is that it is actually MORE expensive online than in my hometown in PA.  Regardless, the price is a drawback because it is likely this package will disappear quickly, especially with a family, but quite possibly by yourself.  Can't stop at one piece!  Try this jerky and you will judge all others by it.",5,positive,negative,0.9268845319747925,positive
"We use this popcorn in our popcorn popper (Roosevelt Popper from Discount Tommy) and it makes the best popcorn.  Everyone who comes over for movie night says it is the best popcorn they have ever had.  We tried some other kinds, but now just buy this popcorn.  It is easy to make since everything is included in one bag.  Just cut off the top and dump in.  I highly recommend this popcorn",5,positive,positive,0.9996415376663208,positive
"Here is one of the greatest herb that I can get from Amazon. Yes it comes in a combo offer of 3, so what still being an Asian that works really well with me as I use it a lot. Cayenne pepper is known for years to increase digestive enzymes in the body and with the advantage of this being an Organic one has a longer shelf life. Yes that is a huge difference between a regular cayenne pepper and organic.So try this for sure.",5,positive,positive,0.998796820640564,positive
Half of them arrived with broken packages and the remaining ones did not taste good at all.. Some of them have mold around the cap inside the bottles. complete waste of money.,1,negative,negative,0.9998131394386292,negative
We use it to make Frappuccino. It works great! But Beware! Our recipe called for a teaspoon of the Xanthan gum. Not a good Idea. This stuff is a great thickener but a tablespoon turned my Frappuccino into bread dough. Now we use a pinch. It ought last us forever at those increments! Really great buy!,5,positive,negative,0.9805383086204529,positive
"This syrup is delicious, 100% natural and organic, and a great deal, even when compared against Costco or other warehouse stores.  Most importantly, this is Vermont maple syrup, which is required by Vermont law to be produced with a higher level of purity and less water than maple syrup from elsewhere in the US (e.g., New York) or Canada.  Vermont maple syrup is as good as maple syrup gets, and this brand is good Vermont maple syrup.  When comparing this product against other syrups from New York or Canada, keep in mind that you're getting more syrup and less water, since Vermont maple farmers boil it down more to give you a more concentrated flavor.<br /><br />It's worth pointing out that Grade A dark amber is probably your best bet for pancakes, waffles and the like, having more flavor than the lighter Grade A syrups (light amber, fancy), and being a cleaner taste than grade B syrup.  The difference in grades and colors is based on which part of the short maple harvesting season the syrup is gathered in: Grade A dark amber comes in the heart of the season, later than the early-season lighter syrups, and before the trees are really warming up, when the baking-quality Grade B is harvested.",5,positive,positive,0.998978853225708,positive
"We purchased a Senseo coffee machine shortly after my son ""borrowed"" my Bunn coffee maker in March with the promise to get his own as he strolled out the door. Since I was the only person in the household drinking coffee regularly anymore instead of buying another Bunn and wasting half a pot of coffee every time I made a fresh pot of coffee, I thought I should at least look at the single cup coffee makers. I then promptly set off on a mission to find the coffee that ""rocked my boat"" given the fact that I was a sworn dunkin donut coffee drinker for years.<br /><br />I am not terribly fond of flavored coffees in general although they are nice to have on occassion, so I tried all of the Senseo coffees and eventually found that the Kenya Blend was the best of the lot given my individual taste for coffees.<br /><br />And then they came out with the breakfast blend. This makes a superb cup of coffee and it has effectively ended my murmurings for Dunkin Donut to get on board with Senseo and make a pod coffee just for the Senseo. Well ... maybe that is a slight exaggeration. I would still like Dunkin Donuts to team with Senseo and make a pod coffee but that only because I would like to have two superb coffee pods to chose from with one being the Senseo Breakfast Blend.",5,positive,positive,0.948158860206604,positive
"This review is for French roast<br /><br />With a pinch of dark brown sugar make it tastes the way i like.<br />This Kcup is lighter than regular brand only 11g(others 14-16g)Made with thin plastic cup & foil.<br />The label is cute, bold enough for me & cheaper than others brand.",4,positive,positive,0.9985356330871582,positive
"Puffiness under your eyes:  not desirable, even embarassing.  This puffiness is caused by a genetic condition or more likely fluid retention due to environmental factors, i.e., sun, pollution, or lifestyle such as too much sodium in the diet, not enough sleep, stress, ageing.... Skin around the eyes is delicate and should be treated with respect.  Better than tea bags and cucumber slices, Coffee Bean Eye Cream smooths on gently, and is Organic with no harsh chemicals or Parabins to be absorbed through the skin.<br />I tried several products with poor results and thought I would always be plagued by this.  However this product works even when I have too much salt or not enough sleep.  I use it daily and am completely satisfied with it.  Perfect!",5,positive,positive,0.9884762763977051,positive
"I first heard about steel cut oats on the Oprah show about its health benefits.  First of all I DO NOT like regular oatmeal like you buy in the grocery store.  I don't like the slimy texture.  But I figured I'd try steel cut oats and I'm glad I did.  They are delicous and very good for you!  The warm nutty aroma when they are cooking is very appetizing.  I add a little bit of sugar or splenda and some cinnimon, it tastes fantastic!  I also sometimes skip the cinnimon and add a tablespoon of granola and/or some dried berries.  Excellent healthy breakfast.<br /><br />Normally these take about 30 minutes to cook on the stovetop.  I found a way to cut the cooking time in half.  Take 1/3 cup of oats, and 1 1/3 cup of water and put it in a large microwavable bowl.  Cook in the microwave on High for 5 minutes, stir, then another 5 minutes, then stir again, and then cook about another 2-3 minutes until the texture is just the way you like it.<br /><br />For those of you who are asking what the difference is between regular oatmeal and steel cut oatmeal:<br /><br />-Steel-Cut Oats are whole grain groats (the inner portion of the oat kernel) which have been cut into two or three pieces using steel discs. Golden in color and resembling mini rice particles, they are as nature intended - nothing added and nothing taken out.<br /><br />-Rolled oats are flake oats that have been steamed, rolled, re-steamed and toasted. Due to all of this additional processing they have lost some of their natural taste, goodness and texture.",5,positive,negative,0.9924111366271973,positive
"Flavor was good, bold enough to stand up against whatever it accompanied.  The great feature is the no-spill feature of the jug.  Not once did a drop of this stuff dribble along the edges or make a mess... pours great!",5,positive,positive,0.9997660517692566,positive
This item arrived damaged.  Vanilla had leaked out of cap area and was all inside the box.  I called the company who was very courteous and apologetic and said they would ship another bottle the next day.  I expect its arrival any day now.<br /><br />Six months and many calls later...I never did receive the bottle that they said they would ship.  I'm out the money but they're out a customer.,3,negative,negative,0.9986923336982727,neutral
"Do you love the charred flavor of Starbucks at $4 a pop for a thimbleful of overpriced swill?  Then you'll feel like a Mensa genius after trying Lavazza Crema e Aroma Beans. This price is genuinely a bargain if you shop around the internet.  Even if you're using a $20 grinder with a whirly bird blade and a Sam's Club espresso machine, your toes will curl with a brew of these beans.  No I don't work for these guys.  But if you really love your morning espresso or cappuccino smooth and hearty you'll love Lavazza. Just be prepared for friends start dropping by and mooching a fix once word gets out.",5,positive,positive,0.988929808139801,positive
I purchased the capsule via amazon as I do most of my purchases this way.  These ended up coming from is isreal. They were send in a flimsy bag and everything was crushed and unusable AND I waited 7 weeks for them.  Not acceptable and I can not believe this seller is on amazon.,1,negative,negative,0.9996613264083862,negative
"First: to review the contents. Kookaburra is an insanely delicious licorice--the flavor can only be compared to dark, dark chocolate. Ordinary domestic licorice you may have eaten in the past is a pale, anise-flavored ersatz shadow compared to this. If you remember how licorice tasted years and years ago, this is it. Kookaburra actually HAS licorice root in it; American licorice uses cheap anise oil and thus has barely any real flavor.  Warning; if you tend to high blood pressure, excessive real licorice can be bad for you--causes water retention. Aside from that I can't think of a reason not to enjoy this treat.<br /><br />My only complain is that the price for 10 oz. is a bit steep. This is one of the best licorice out there, however, and for a real addict of this herbal treat, there is nothing like it.",4,negative,positive,0.8161852359771729,positive
"I received the package today with free shipping and no tax.  Expiration march 2012.  I was so excited. I researched and nowhere else but Amazon has this great deal.  This package will last me a long time.  I think the taste of this instant coffee is terrfic, far better than other brands of instant coffee.",5,positive,positive,0.9938124418258667,positive
"I started looking online for a milk alternative since I'm in college, need breakfast, and don't want to pay $4.50 for a half gallon of milk. I decided on Saco after reading reviews, and this stuff rocks. It tastes better, drinks fresher, and doesn't give me gas in the least bit. I'm never buying store milk again.",5,positive,negative,0.8662740588188171,positive
"I found the beans to be of poor quality.  They were packaged in a plastic zipper-sealed bag, not vacuum sealed as I would have expected.  The pods were completely dried out, stiff and flat, not oily and supple as one expects of gourmet quality beans; I was afraid the beans would snap if bent.  There was no oily residue common in good quality vanilla beans.  Getting the caviar out of the pod is going to be tricky in this condition.  The color on the pods is less consistent than I would prefer.  The fragrance, while markedly vanilla, was diluted, likely due to the pods' overly dry condition.  I would suggest that the poor condition of the beans is likely due to the method they were packaged.  Vacuum sealing the beans would have protected them from drying out much better than a plastic bag with a simple zipper seal, which is far from air tight.  The beans are more of extract quality than of gourmet quality.  I am completely unimpressed.",1,negative,negative,0.9994807839393616,negative
"This flour is outstanding. Very fresh, delicious flavor. As the other review noted, it's finely and evenly milled so the texture of breads is much more refined than with normal whole wheat flour. I just topped a cassoulet with some drop biscuits made with half unbleached white flour and half this whole wheat pastry flour--the ""is that whole grain again"" factor never arose. Using 100% whole wheat is also great in banana bread and other uses. The half and half biscuits were as light as usual and much tastier. I will buy this again, and again and again. Note--whole wheat flour can go rancid quickly and 25 lbs is a lot for most homes, so I freeze what I'm not going to use in a couple of weeks in tightly sealed 1 or 2-gallon ziplock bags.",5,positive,positive,0.9942747950553894,positive
"The name ""Good Earth"" is somewhat deceiving.  The third ingredient for this tea is ""Artificial Flavor"".  The tea is quite good, but I don't want artificial anything in my tea.",2,positive,positive,0.970079243183136,negative
"Most people mention to me that this coffee tastes 'very good' and 'smooth'. Most comment on the noticeable energy and stamina that day after just one cup. Some have lost weight and most experience detoxification within one week. If you have health issues or ailments, you may want to search-engine 'ganoderma (comma) 'any disease' you can think of, to find out more. You will find many brands of 'healthy coffee' out there-in my opinion this brand and this flavour (latte) tastes the best. But I highly recommend you taste the product and see what it can do for YOU. Every 'body' is different. I'm just one person, but for me, this brand has positively affected my: blood pressure, sugar cravings, mood, flexibility, migraines/headaches, skin, allergies [prone to sinus allergies]. I am happy to report that I have NEVER encountered: jitters, crash, burning stomach, nor nausea with this coffee (as was the case with my previous habit of 3 to 4 cups a day of 'regular' coffee). Go to pubmed, answers, reishi to learn even more about Ganoderma. This LATTE flavor of OG healthy coffee includes creamer & sugar in a perfect mix-no need to add anything else. It is important to note that 8 ounces of hot water added to the latte sachet contents in your favorite mug is the best way to experience it. [for the MOCHA & HOT CHOCOLATE, I recommend 8 oz. of hot water as well].",5,positive,positive,0.9960768818855286,positive
